,PSTATABB,PNAME,SECTOR,CNTYNAME,LAT,LON,UTLSRVNM,BANAME,PLFUELCT,NAMEPCAP,PLNGENAN,PLCO2AN,PLGENACL,PLGENAOL,PLGENAGS,PLGENAHY,PLGENABM,PLGENAWI,PLGENASO,PLGENAGT,PLGENAOF,PLGENATN,PLGENATR
129,AZ,APS West Phoenix Power Plant,Electric Utility,Maricopa,33.4417,-112.1583,Arizona Public Service Co,Arizona Public Service Company,GAS,1207.4,2316552,852722.408,0,0,2316552,0,0,0,0,0,0,2316552,0
130,AZ,Arizona Western College PV,IPP Non-CHP,Yuma,32.687778,-114.49611,AES Distributed Energy,Arizona Public Service Company,SOLAR,4.7,6148.001,,0,0,0,0,0,0,6148,0,0,0,6148
131,AZ,Arlington Valley Energy Facility,IPP Non-CHP,Maricopa,33.3417,-112.8897,Arlington Valley LLC,"Arlington Valley, LLC - AVBA",GAS,713,2721570,1178851.773,0,0,2721570,0,0,0,0,0,0,2721570,0
132,AZ,Arlington Valley Solar Energy II,IPP Non-CHP,Maricopa,33.305,-112.833888,"Arevon Energy, Inc.",Arizona Public Service Company,SOLAR,129,354351.999,,0,0,0,0,0,0,354352,0,0,0,354352
133,AZ,Avalon Solar,IPP Non-CHP,Pima,32.001389,-110.960556,"Arevon Energy, Inc.",Tucson Electric Power Company,SOLAR,29,74259,,0,0,0,0,0,0,74259,0,0,0,74259
134,AZ,Avalon Solar II,IPP Non-CHP,Pima,32.000854,-110.958427,"Avalon Solar Partners II, LLC",Tucson Electric Power Company,SOLAR,16,43849,,0,0,0,0,0,0,43849,0,0,0,43849
135,AZ,Avra Valley Solar,IPP Non-CHP,Pima,32.371667,-111.282777,Avra Valley Solar,Tucson Electric Power Company,SOLAR,25,63825,,0,0,0,0,0,0,63825,0,0,0,63825
136,AZ,Badger 1,IPP Non-CHP,Maricopa,33.498003,-112.813458,Desert Sky Solar LLC,Arizona Public Service Company,SOLAR,14.8,38355,,0,0,0,0,0,0,38355,0,0,0,38355
137,AZ,Black Mountain Generating Station,Electric Utility,Mohave,35.0361,-114.1594,"UNS Electric, Inc",Tucson Electric Power Company,GAS,121,93671,58313.571,0,0,93670.999,0,0,0,0,0,0,93670.999,0
138,AZ,Black Mountain Solar LLC,IPP Non-CHP,Mohave,35.0227,-114.1627,Duke Energy Renewables Services,Arizona Public Service Company,SOLAR,9,20863,,0,0,0,0,0,0,20863,0,0,0,20863
139,AZ,Bonnybrooke PV,IPP Non-CHP,Pinal,33.053,-111.34,"Apple, Inc",Salt River Project,SOLAR,50,134960,,0,0,0,0,0,0,134960,0,0,0,134960
140,AZ,Broadway 2 - Tucson Phase II,IPP Non-CHP,Pima,32.24817,-111.2611,MN8 Energy LLC,Tucson Electric Power Company,SOLAR,3,5054,,0,0,0,0,0,0,5054,0,0,0,5054
141,AZ,Broadway 3 - Tucson Phase I,IPP Non-CHP,Pima,32.24817,-111.26111,MN8 Energy LLC,Tucson Electric Power Company,SOLAR,1,1912,,0,0,0,0,0,0,1912,0,0,0,1912
142,AZ,Buckeye Union HS District 201,IPP Non-CHP,Maricopa,33.419167,-112.576111,"Luminace Solar Arizona, LLC",Arizona Public Service Company,SOLAR,3.3,6720,,0,0,0,0,0,0,6720,0,0,0,6720
143,AZ,Canyon Del Oro High School Solar,IPP Non-CHP,Pima,32.374,-110.974,"Luminace Solar Arizona 2, LLC",Tucson Electric Power Company,SOLAR,4.4,2530,,0,0,0,0,0,0,2530,0,0,0,2530
144,AZ,"Central Line Solar, LLC",IPP Non-CHP,Pinal,32.834322,-111.56803,AES Distributed Energy,Salt River Project,SOLAR,100,218802,,0,0,0,0,0,0,218802,0,0,0,218802
145,AZ,Chino Solar Valley,Electric Utility,Yavapai,34.71843,-112.42899,Arizona Public Service Co,Arizona Public Service Company,SOLAR,19,48100,,0,0,0,0,0,0,48100,0,0,0,48100
146,AZ,Cholla,Electric Utility,Navajo,34.9394,-110.3033,Arizona Public Service Co,Arizona Public Service Company,COAL,425.9,2316511,2957243.615,2315983.6,376.385,150.987,0,0,0,0,0,0,2316510.972,0
147,AZ,Cogenra - TEP,IPP Non-CHP,Pima,32.101944,-110.813333,Terraform Arcadia,Tucson Electric Power Company,SOLAR,1,2110,,0,0,0,0,0,0,2110,0,0,0,2110
148,AZ,Coolidge Generating Station,Electric Utility,Pinal,32.917399,-111.503327,Salt River Project,Salt River Project,GAS,726,329946,208123.131,0,0,329946,0,0,0,0,0,0,329946,0
149,AZ,Coronado Generating Station,Electric Utility,Apache,34.5789,-109.2708,Salt River Project,Salt River Project,COAL,821.8,2973802,3872914.166,2966248.02,7554.025,0,0,0,0,0,0,0,2973802.045,0
150,AZ,Cotton Center Solar Hybrid,Electric Utility,Maricopa,33.034722,-112.661667,Arizona Public Service Co,Arizona Public Service Company,SOLAR,17,34814,,0,0,0,0,0,0,34814,0,0,0,34814
151,AZ,Crosscut,Electric Utility,Maricopa,33.439375,-111.946052,Salt River Project,Salt River Project,HYDRO,3,,,,,,,,,,,,,
152,AZ,Davis Dam,Electric Utility,Mohave,35.197044,-114.570669,U S Bureau of Reclamation,Western Area Power Administration - Desert Southwest Region,HYDRO,254.8,1053467.998,,0,0,0,1053468,0,0,0,0,0,0,1053468
153,AZ,Davis Monthan AFB (AZ) West Airfield,IPP Non-CHP,Pima,32.17356,-110.899734,MN8 Energy LLC,Tucson Electric Power Company,SOLAR,12.6,27581,,0,0,0,0,0,0,27581,0,0,0,27581
154,AZ,De Moss Petrie Generating Station,Electric Utility,Pima,32.252273,-110.992148,Tucson Electric Power Co,Tucson Electric Power Company,GAS,85,843,802.621,0,0,843,0,0,0,0,0,0,843,0
155,AZ,Desert Basin Generating Station,Electric Utility,Pinal,32.9042,-111.7889,Salt River Project,Salt River Project,GAS,745.1,1401055,658628.446,0,0,1401055,0,0,0,0,0,0,1401055,0
156,AZ,Desert Star Hybrid,Electric Utility,Maricopa,33.145,-112.66,Arizona Public Service Co,Arizona Public Service Company,SOLAR,10,30912,,0,0,0,0,0,0,30912,0,0,0,30912
157,AZ,Douglas,Electric Utility,Cochise,31.364122,-109.5538,Arizona Public Service Co,Arizona Public Service Company,OIL,26.1,48,92.606,0,48,0,0,0,0,0,0,0,48,0
158,AZ,Dry Lake Wind LLC,IPP Non-CHP,Navajo,34.6596,-110.2842,Avangrid Renewables LLC,Salt River Project,WIND,63,111458,,0,0,0,0,0,111458,0,0,0,0,111458
159,AZ,East Line Solar,IPP Non-CHP,Pinal,32.84703,-111.565072,AES Distributed Energy,Salt River Project,SOLAR,100,207352,,0,0,0,0,0,0,207352,0,0,0,207352
160,AZ,Estrella Mountain PV,IPP Non-CHP,Maricopa,33.409803,-112.340297,Tesla Inc.,Arizona Public Service Company,SOLAR,1.8,3756,,0,0,0,0,0,0,3756,0,0,0,3756
161,AZ,Foothills Solar Plant Hybrid,Electric Utility,Yuma,32.64856,-114.428741,Arizona Public Service Co,Arizona Public Service Company,SOLAR,35,96854,,0,0,0,0,0,0,96854,0,0,0,96854
162,AZ,Fort Huachuca Solar PV Project,Electric Utility,Cochise,31.555278,-110.35,Tucson Electric Power Co,Tucson Electric Power Company,SOLAR,17.7,39894,,0,0,0,0,0,0,39894,0,0,0,39894
163,AZ,FRB Solar Farm,IPP Non-CHP,Pima,32.108147,-110.824662,FRB Solar LLC,Tucson Electric Power Company,SOLAR,1.9,2640,,0,0,0,0,0,0,2640,0,0,0,2640
164,AZ,"Gato Montes Solar, LLC",IPP Non-CHP,Pima,32.102778,-110.819722,Duke Energy Renewables Services,Tucson Electric Power Company,SOLAR,5,7612,,0,0,0,0,0,0,7612,0,0,0,7612
165,AZ,Gila Bend Hybrid,Electric Utility,Maricopa,32.940833,-112.881389,Arizona Public Service Co,Arizona Public Service Company,SOLAR,37.4,97712,,0,0,0,0,0,0,97712,0,0,0,97712
166,AZ,Gila River Power Block 2,Electric Utility,Maricopa,32.975,-112.694444,Salt River Project,Salt River Project,GAS,619,2623542,1115900.144,0,0,2623542,0,0,0,0,0,0,2623542,0
167,AZ,Gila River Power Station,Electric Utility,Maricopa,32.975,-112.6944,Salt River Project,Tucson Electric Power Company,GAS,1857,7533986,4486367.233,0,0,7533986,0,0,0,0,0,0,7533986,0
168,AZ,"Gilbert Solar Facility I, LLC",IPP Non-CHP,Maricopa,33.355862,-111.802355,"Gilbert Solar Facility I, LLC",Arizona Public Service Company,SOLAR,2,2906,,0,0,0,0,0,0,2906,0,0,0,2906
169,AZ,Glen Canyon Dam,Electric Utility,Coconino,36.936614,-111.483872,U S Bureau of Reclamation,Western Area Power Administration - Desert Southwest Region,HYDRO,1312,2536855.003,,0,0,0,2536855,0,0,0,0,0,0,2536855
170,AZ,Gray Hawk Solar,IPP Non-CHP,Mohave,35.3635,-113.8978,"Gray Hawk Solar, LLC",Tucson Electric Power Company,SOLAR,55,134836,,0,0,0,0,0,0,134836,0,0,0,134836
171,AZ,Griffith Energy Project,IPP Non-CHP,Mohave,35.054029,-114.133272,Griffith Energy LLC,"Griffith Energy, LLC",GAS,655,2974820,1282441.291,0,0,2974820,0,0,0,0,0,0,2974820,0
172,AZ,Headgate Rock,Electric Utility,La Paz,34.168264,-114.277356,Colorado River Indian Irr Proj,Western Area Power Administration - Desert Southwest Region,HYDRO,19.5,56406,,0,0,0,56406,0,0,0,0,0,0,56406
173,AZ,Hoover Dam (AZ),Electric Utility,Mohave,36.01551,-114.738006,U S Bureau of Reclamation,Western Area Power Administration - Desert Southwest Region,HYDRO,1039.4,1537745.999,,0,0,0,1537746,0,0,0,0,0,0,1537746
174,AZ,Horse Mesa,Electric Utility,Maricopa,33.5907,-111.344,Salt River Project,Salt River Project,HYDRO,129.5,77743.999,,0,0,0,77744,0,0,0,0,0,0,77744
175,AZ,Hyder II Hybrid,Electric Utility,Yuma,33.027,-113.3489,Arizona Public Service Co,Arizona Public Service Company,SOLAR,14,34441,,0,0,0,0,0,0,34441,0,0,0,34441
176,AZ,Hyder Solar Hybrid,Electric Utility,Yuma,33.02566,-113.34397,Arizona Public Service Co,Arizona Public Service Company,SOLAR,32,40233,,0,0,0,0,0,0,40233,0,0,0,40233
177,AZ,Intel - Ocotillo Campus Solar,IPP Non-CHP,Maricopa,33.243261,-111.892354,Tesla Inc.,Arizona Public Service Company,SOLAR,4.2,9177,,0,0,0,0,0,0,9177,0,0,0,9177
178,AZ,Iron Horse Battery Storage Hybrid,IPP Non-CHP,Pima,32.098492,-110.819119,"RWE Renewables Americas, LLC",Tucson Electric Power Company,SOLAR,12,1550,,0,0,0,0,0,0,2150,0,0,-600,2150
179,AZ,Irvington Generating Station,Electric Utility,Pima,32.16,-110.9047,Tucson Electric Power Co,Tucson Electric Power Company,GAS,528.9,937837,375566.478,0,0,937837,0,0,0,0,0,0,937837,0
180,AZ,Jacobson 5 MW Solar,Electric Utility,Mohave,35.304528,-114.01183,"UNS Electric, Inc",Tucson Electric Power Company,SOLAR,4.4,9421,,0,0,0,0,0,0,9421,0,0,0,9421
181,AZ,Jewish Community Center PV,IPP Non-CHP,Maricopa,33.603056,-111.924722,AES Distributed Energy,Arizona Public Service Company,SOLAR,1.1,2185,,0,0,0,0,0,0,2185,0,0,0,2185
182,AZ,Kayenta Solar Project,IPP Non-CHP,Navajo,36.771944,-110.263889,"NGI-Kayenta Solar Lessor I, LLC",Western Area Power Administration - Desert Southwest Region,SOLAR,55.3,105996,,0,0,0,0,0,0,105996,0,0,0,105996
183,AZ,Kingman 1,IPP Non-CHP,Mohave,35.145833,-114.0675,Brookfield Renewable Trading and Marketing LP,Arizona Public Service Company,WIND,10.5,27032,,0,0,0,0,0,26107,925,0,0,0,27032
184,AZ,Kyrene Generating Station,Electric Utility,Maricopa,33.3556,-111.9353,Salt River Project,Salt River Project,GAS,573.7,1253021,524872.823,0,-2.406,1253023.406,0,0,0,0,0,0,1253021,0
185,AZ,La Senita,Electric Utility,Mohave,35.241675,-114.004591,"UNS Electric, Inc",Tucson Electric Power Company,SOLAR,1,1795,,0,0,0,0,0,0,1795,0,0,0,1795
186,AZ,Lake Pleasant WTP,IPP Non-CHP,Maricopa,33.820556,-112.24,MN8 Energy LLC,Arizona Public Service Company,SOLAR,6.5,14941,,0,0,0,0,0,0,14941,0,0,0,14941
187,AZ,Luke Solar,Electric Utility,Maricopa,33.526111,-112.37944,Arizona Public Service Co,Arizona Public Service Company,SOLAR,15,32771,,0,0,0,0,0,0,32771,0,0,0,32771
188,AZ,Mesquite Generating Station,Electric Utility,Maricopa,33.345,-112.864167,Salt River Project,Salt River Project,GAS,1383.2,7017109,3042390.563,0,0,7017109,0,0,0,0,0,0,7017109,0
189,AZ,Mesquite Solar 1,IPP Non-CHP,Maricopa,33.341833,-112.904028,Consolidated Edison Development Inc.,California Independent System Operator,SOLAR,170,414544,,0,0,0,0,0,0,414544,0,0,0,414544
190,AZ,"Mesquite Solar 2, LLC",IPP Non-CHP,Maricopa,33.332777,-112.911388,Consolidated Edison Development Inc.,California Independent System Operator,SOLAR,100,253872,,0,0,0,0,0,0,253872,0,0,0,253872
191,AZ,"Mesquite Solar 3, LLC",IPP Non-CHP,Maricopa,33.347583,-112.936805,Consolidated Edison Development Inc.,California Independent System Operator,SOLAR,150,457658,,0,0,0,0,0,0,457658,0,0,0,457658
192,AZ,Mohave County Wind Farm,IPP Non-CHP,Mohave,35.791142,-114.504504,Mohave County Wind Farm,Western Area Power Administration - Desert Southwest Region,WIND,350,1038950,,0,0,0,0,0,1038950,0,0,0,0,1038950
193,AZ,Mohave Electric at Fort Mohave,IPP Non-CHP,Fort Mohave,34.9843,-114.5565,"Mohave Electric Cooperative, Inc.",Western Area Power Administration - Desert Southwest Region,SOLAR,4.4,9599,,0,0,0,0,0,0,9599,0,0,0,9599
194,AZ,Mohave Electric Cooperative at Joy Lane,IPP Non-CHP,Mohave,34.9843,-114.5565,"Mohave Electric Cooperative, Inc.",Western Area Power Administration - Desert Southwest Region,SOLAR,10.9,9599,,0,0,0,0,0,0,9599,0,0,0,9599
195,AZ,Mormon Flat,Electric Utility,Maricopa,33.5536,-111.4431,Salt River Project,Salt River Project,HYDRO,63.5,38709,,0,0,0,38708.9,0,0,0,0,0,0,38708.9
196,AZ,New Harquahala Generating Company,IPP Non-CHP,Maricopa,33.47596,-113.113434,"New Harquahala Generating Co, LLC","New Harquahala Generating Company, LLC - HGBA",GAS,1277.1,2674207,1128209.826,0,0,2674207,0,0,0,0,0,0,2674207,0
197,AZ,North Loop,Electric Utility,Pima,32.401,-111.1262,Tucson Electric Power Co,Tucson Electric Power Company,GAS,107.8,21842.001,19202.826,0,0,21842,0,0,0,0,0,0,21842,0
198,AZ,Northwest Regional,IPP Non-CHP,Maricopa,33.681944,-112.476666,WM Renewable Energy LLC,Arizona Public Service Company,BIOMASS,3.2,18605,0,0,0,0,0,18605,0,0,0,0,0,18605
199,AZ,Novo BioPower Plant,IPP Non-CHP,Navajo,34.503158,-110.334953,Novo Biopower LLC,Arizona Public Service Company,BIOMASS,27.2,185726,57.816,0,0,65.355,0,185660.65,0,0,0,0,65.355,185660.65
200,AZ,Ocotillo Power Plant,Electric Utility,Maricopa,33.4225,-111.9122,Arizona Public Service Co,Arizona Public Service Company,GAS,806.2,772545.003,425043.506,0,0,772545,0,0,0,0,0,0,772545,0
201,AZ,OE_AZ1,IPP Non-CHP,La Paz,33.776667,-113.656111,"AZ Solar 1, LLC",Western Area Power Administration - Desert Southwest Region,SOLAR,32.5,78135,,0,0,0,0,0,0,78135,0,0,0,78135
202,AZ,Palo Verde,Electric Utility,Maricopa,33.3881,-112.8617,Arizona Public Service Co,Salt River Project,NUCLEAR,4209.6,31942793.001,,0,0,0,0,0,0,0,0,0,31942793,0
203,AZ,Paloma Solar Hybrid,Electric Utility,Maricopa,33.021111,-112.661389,Arizona Public Service Co,Arizona Public Service Company,SOLAR,17.6,33729,,0,0,0,0,0,0,33729,0,0,0,33729
204,AZ,Paradise Valley H.S. PV,IPP Non-CHP,Maricopa,33.6416,-111.9997,AES Distributed Energy,Arizona Public Service Company,SOLAR,1.3,2345,,0,0,0,0,0,0,2345,0,0,0,2345
205,AZ,Perrin Ranch Wind LLC,IPP Non-CHP,Coconino,35.415556,-112.271111,Perrin Ranch Wind LLC,Arizona Public Service Company,WIND,99.2,209743,,0,0,0,0,0,209743,0,0,0,0,209743
206,AZ,"Picture Rocks Solar, LLC",IPP Non-CHP,Pima,32.369722,-111.242778,MN8 Energy LLC,Tucson Electric Power Company,SOLAR,20,52691,,0,0,0,0,0,0,52691,0,0,0,52691
207,AZ,Pima Community College,IPP Non-CHP,Pima,32.166494,-110.816669,Tesla Inc.,Tucson Electric Power Company,SOLAR,1.1,1512,,0,0,0,0,0,0,1512,0,0,0,1512
208,AZ,Pima Community College - East Campus,IPP Non-CHP,Pima,32.146142,-110.990639,Tesla Inc.,Tucson Electric Power Company,SOLAR,1.3,2928,,0,0,0,0,0,0,2928,0,0,0,2928
209,AZ,Pima Community College NW,IPP Non-CHP,Pima,32.343491,-111.02786,Onyx Asset Services Group,Tucson Electric Power Company,SOLAR,1.3,3106,,0,0,0,0,0,0,3106,0,0,0,3106
210,AZ,Pima Energy Storage System,IPP Non-CHP,Pima,32.251647,-110.991333,Pima Energy Storage System,Tucson Electric Power Company,OTHF,10,-483,,0,0,0,0,0,0,0,0,0,-483,0
211,AZ,Pinal Central Energy Center Hybrid,IPP Non-CHP,Pinal,32.875697,-111.551111,"Pinal Central Energy Center, LLC",Salt River Project,SOLAR,30,59868,,0,0,0,0,0,0,62913,0,0,-3045,62913
212,AZ,"Poseidon Solar, LLC",IPP Non-CHP,GILA,33.160601,-111.484011,"Axium Arizona Renewables, LLC",Salt River Project,SOLAR,20,52412,,0,0,0,0,0,0,52412,0,0,0,52412
213,AZ,"Poseidon Wind, LLC",IPP Non-CHP,Navajo,34.6062,-110.1734,"Axium Arizona Renewables, LLC",Arizona Public Service Company,WIND,65.1,111973,,0,0,0,0,0,111973,0,0,0,0,111973
214,AZ,Prairie Fire,Electric Utility,Pima,32.116389,-110.82,Tucson Electric Power Co,Tucson Electric Power Company,SOLAR,4.5,8257,,0,0,0,0,0,0,8257,0,0,0,8257
215,AZ,Prescott Airport,Electric Utility,Yavapai,34.6584,-112.4008,Arizona Public Service Co,Arizona Public Service Company,SOLAR,3,3926,,0,0,0,0,0,0,3926,0,0,0,3926
216,AZ,Prescott Solar Plant,IPP Non-CHP,Yavapai,34.649444,-112.4275,"SunE AZ1, LLC",Arizona Public Service Company,SOLAR,10.8,22865,,0,0,0,0,0,0,22865,0,0,0,22865
217,AZ,Punkin Center Battery Storage,Electric Utility,Gila,33.87581,-111.31356,Arizona Public Service Co,Arizona Public Service Company,OTHF,2,0,,0,0,0,0,0,0,0,0,0,0,0
218,AZ,Queen Creek Solar Farm,IPP Non-CHP,Maricopa,33.2675,-111.612222,Siete Solar LLC,Salt River Project,SOLAR,19,44091,,0,0,0,0,0,0,44091,0,0,0,44091
219,AZ,RE Ajo 1 LLC,IPP Non-CHP,Pima,32.367013,-112.831401,Duke Energy Renewables Services,Arizona Public Service Company,SOLAR,4.5,6987,,0,0,0,0,0,0,6987,0,0,0,6987
220,AZ,RE Bagdad Solar I LLC,IPP Non-CHP,Yavapai,34.585833,-113.177222,Duke Energy Renewables Services,Arizona Public Service Company,SOLAR,14.9,28784,,0,0,0,0,0,0,28784,0,0,0,28784
221,AZ,RE Gillespie 1 LLC,IPP Non-CHP,Maricopa,33.026389,-112.665833,MN8 Energy LLC,Arizona Public Service Company,SOLAR,15,36709,,0,0,0,0,0,0,36709,0,0,0,36709
222,AZ,Red Horse 2,IPP Non-CHP,Cochise,32.286111,-110.088056,Red Horse 2,Tucson Electric Power Company,SOLAR,81,214149,,0,0,0,0,0,66117,148032,0,0,0,214149
223,AZ,Red Horse III,IPP Non-CHP,Cochise,32.13597,-110.05129,Red Horse III,Tucson Electric Power Company,SOLAR,30,72621,,0,0,0,0,0,0,72621,0,0,0,72621
224,AZ,Red Rock,Electric Utility,Maricopa,32.551026,-111.289232,Arizona Public Service Co,Arizona Public Service Company,SOLAR,40,105347,,0,0,0,0,0,0,105347,0,0,0,105347
225,AZ,Redhawk Generating Facility,Electric Utility,Maricopa,33.334562,-112.840641,Arizona Public Service Co,Salt River Project,GAS,1140.3,5014333,2096468.665,0,0,5014333,0,0,0,0,0,0,5014333,0
226,AZ,Rio Rico Solar,Electric Utility,Santa Cruz,31.5,-111.008056,"UNS Electric, Inc",Tucson Electric Power Company,SOLAR,6,7859,,0,0,0,0,0,0,7859,0,0,0,7859
227,AZ,Roger Road WWTP,IPP Non-CHP,Pima,32.2894,-111.0331,SunE M5C Holdings LLC,Tucson Electric Power Company,SOLAR,1.1,1180,,0,0,0,0,0,0,1180,0,0,0,1180
228,AZ,Roosevelt,Electric Utility,Maricopa,33.671104,-111.161786,Salt River Project,Salt River Project,HYDRO,36,73385,,0,0,0,73385,0,0,0,0,0,0,73385
229,AZ,Saddle Mountain Solar I,IPP Non-CHP,Maricopa,33.378333,-113.180833,"SunE AZ2, LLC",Arizona Public Service Company,SOLAR,15,33703,,0,0,0,0,0,0,33703,0,0,0,33703
230,AZ,Saint Solar,IPP Non-CHP,Pinal,32.866276,-111.502402,Saint Solar LLC,Salt River Project,SOLAR,100,296461,,0,0,0,0,0,0,296461,0,0,0,296461
231,AZ,Sandstone Solar,IPP Non-CHP,Pinal,33.035556,-111.430278,AES Distributed Energy,Salt River Project,SOLAR,45,116548,,0,0,0,0,0,0,116548,0,0,0,116548
232,AZ,Santan,Electric Utility,Maricopa,33.3325,-111.7503,Salt River Project,Salt River Project,GAS,1326,3707123,1380533.178,0,0,3707123,0,0,0,0,0,0,3707123,0
233,AZ,Solana Generating Station,IPP Non-CHP,Maricopa,32.922294,-112.95594,Arizona Solar One LLC,Arizona Public Service Company,SOLAR,280,695648,,0,0,0,0,0,0,695648,0,0,0,695648
234,AZ,South Consolidated,Electric Utility,Maricopa,33.466477,-111.781064,Salt River Project,Salt River Project,HYDRO,1.4,29,,0,0,0,29,0,0,0,0,0,0,29
235,AZ,"South Point Energy Center, LLC",IPP Non-CHP,Mohave,34.8678,-114.5317,South Point Energy Center LLC,Western Area Power Administration - Desert Southwest Region,GAS,708,1675601,773397.232,0,0,1675601,0,0,0,0,0,0,1675601,0
236,AZ,Springerville Generating Station,Electric Utility,Apache,34.3186,-109.1639,Tucson Electric Power Co,Tucson Electric Power Company,COAL,1779.2,7144467.999,8200210.737,7105729.1,23124.872,0,0,0,0,15614.28,0,0,7128853.972,15614.28
237,AZ,Stewart Mountain,Electric Utility,Maricopa,33.5661,-111.536,Salt River Project,Salt River Project,HYDRO,13,31174,,0,0,0,31174,0,0,0,0,0,0,31174
238,AZ,Sulphur Springs,IPP Non-CHP,Cochise,32.0628,-109.919283,MN8 Energy LLC,Western Area Power Administration - Desert Southwest Region,SOLAR,20,53254,,0,0,0,0,0,0,53254,0,0,0,53254
239,AZ,Sun Streams 2,IPP Non-CHP,Maricopa,33.320406,-112.816771,"Sun Streams 2, LLC",California Independent System Operator,SOLAR,150,395420,,0,0,0,0,0,0,395420,0,0,0,395420
240,AZ,"Sun Streams, LLC",IPP Non-CHP,Maricopa,33.34884,-112.8348,EDP Renewables North America LLC,California Independent System Operator,SOLAR,160,406963,,0,0,0,0,0,0,406963,0,0,0,406963
241,AZ,Sundance Power Plant,Electric Utility,Pinal,32.9285,-111.5899,Arizona Public Service Co,Western Area Power Administration - Desert Southwest Region,GAS,605,390345,243022.671,0,0,390345,0,0,0,0,0,0,390345,0
242,AZ,T0588 Phoenix - AZ,IPP Non-CHP,Maricopa,33.447225,-112.217664,SoCore Energy LLC,Salt River Project,SOLAR,1.2,2620,,0,0,0,0,0,0,2620,0,0,0,2620
243,AZ,Tech Park Solar,IPP Non-CHP,Pima,32.097884,-110.815696,"RWE Renewables Americas, LLC",Tucson Electric Power Company,SOLAR,5,13924,,0,0,0,0,0,0,13924,0,0,0,13924
244,AZ,UASTP I,Electric Utility,Pima,32.096973,-110.8106,Tucson Electric Power Co,Tucson Electric Power Company,SOLAR,1.2,320,,0,0,0,0,0,0,320,0,0,0,320
245,AZ,Union HS at Casa Grande,IPP Non-CHP,Pinal,32.936944,-111.738611,"Luminace Solar Holding, LLC",Arizona Public Service Company,SOLAR,1.6,2886,,0,0,0,0,0,0,2886,0,0,0,2886
246,AZ,Valencia,Electric Utility,Santa Cruz,31.363472,-110.931343,"UNS Electric, Inc",Tucson Electric Power Company,GAS,108,3379.999,2999.141,0,0,3380,0,0,0,0,0,0,3380,0
